name,area_name,salary_from,salary_to,salary_currency,published_at,employer_name,requirement,schedule_id,working_hours_id,work_schedule_by_days,professional_roles,experience_name,employment_id
QA Инженер,Алматы,,,,2024-12-16T14:55:43+0300,XCloud Labs LTD,Ранее работали специалистом по тестированию IT-продуктов или <highlighttext>системным</highlighttext> <highlighttext>аналитиком</highlighttext> в IT от 1 года. Вам знакомы слова ADB/Console...,remote,HOURS_8,5/2,Тестировщик,От 1 года до 3 лет,full
Системный аналитик,Алматы,,,,2024-11-25T15:29:25+0300,Freedom Pay,"Опыт работы в FinTech проектах или в ecom. Опыт в построении различного уровня оптимизированных, высоконагруженных интеграционных сервисов, универсальных моделей и...",fullDay,HOURS_8,5/2,Системный аналитик,От 3 до 6 лет,full
Системный аналитик,Алматы,,,,2024-12-17T10:20:38+0300,JMart,Фасилитация встреч с заинтересованными лицами. Навыки описания бизнес-процессов и вариантов использования. Навыки работы с инцидентами. Умение обращаться к сервисам...,fullDay,HOURS_8,5/2,Системный аналитик,От 1 года до 3 лет,full
Ведущий инженер (системный аналитик),Астана,,550000.0,KZT,2024-11-28T15:56:13+0300,Национальные информационные технологии,"Знание жизненного цикла информ.систем и процессов веб-разработки (сайты, сервисы). Базовое понимание архитектуры информ.систем, БД. (SQL), работы API и интеграций...",fullDay,HOURS_8,5/2,"BI-аналитик, аналитик данных",От 1 года до 3 лет,full
Системный аналитик SA,Астана,800000.0,1000000.0,KZT,2024-12-10T07:58:01+0300,Inter Solutions,Составлять технические спецификации на основе потребностей бизнеса и возможностей технических систем. Опыт работы в области системного анализа не менее 2...,remote,HOURS_8,5/2,Системный аналитик,От 3 до 6 лет,full
Product/Project Manager,Алматы,,,,2024-12-10T10:54:16+0300,Bilim Land (Bilim Media Group),"От 1 года опыта в роли PM или <highlighttext>системного</highlighttext> <highlighttext>аналитика</highlighttext> и знаешь эту кухню изнутри. Самостоятельность, гибкость и умение думать...",fullDay,HOURS_8,5/2,Менеджер продукта,От 1 года до 3 лет,full
Cистемный аналитик/System analyst,Алматы,,,,2024-12-17T14:10:25+0300,TechWorks,Хороший опыт и навык написания и поддержки технической документации. Практический опыт работы с реляционными базами данных (SQL). Навыки database administration...,fullDay,HOURS_8,5/2,Системный аналитик,От 1 года до 3 лет,full
Менеджер проектов,Астана,,,,2024-12-02T09:49:29+0300,Коркем Телеком,Высшее образование (экономическое). Опыт работы в области структурирования инвестиционных проектов и проектов ГЧП - не менее 3 лет. Опыт участия в...,fullDay,HOURS_8,5/2,Менеджер продукта,От 3 до 6 лет,full
Менеджер проекта,Алматы,500000.0,600000.0,KZT,2024-12-02T07:32:17+0300,Коркем Телеком,"Высшее образование. Опыт управления проектами с применением инструментов и методов Agile, Scrum. Знание технических знаний IT-инфраструктуры (ЦОД, СХД и...",fullDay,HOURS_8,5/2,Руководитель проектов,От 1 года до 3 лет,full
Специалист по калибровке камер,Астана,150000.0,200000.0,KZT,2024-12-13T13:03:19+0300,Коркем Телеком,"Высшее, средне-специальное образование. Опытный пользователь ПК: MsWord, Excel, Internet. Умение работать в команде, коммуникабельность. Грамотная устная и письменная речь. ",fullDay,HOURS_8,5/2,Другое,Нет опыта,full
Менеджер по снабжению,Астана,,350000.0,KZT,2024-12-10T13:03:22+0300,Коркем Телеком,Опыт работы на смежной позиции не менее 1го года. Высшее образование. Знание системы: Мой склад/1с. ,fullDay,HOURS_8,5/2,Менеджер по закупкам,От 1 года до 3 лет,full
Системный аналитик,Алматы,,,,2024-12-13T13:14:07+0300,"Казтелепорт, АО",,fullDay,HOURS_8,5/2,Системный аналитик,От 3 до 6 лет,full
Бизнес-аналитик,Астана,,,,2024-11-18T08:19:38+0300,Platonus,Понимание работы жизненного цикла разработки ПО. Опыт работы на позиции бизнес/<highlighttext>системного</highlighttext> <highlighttext>аналитика</highlighttext> в Agile команде от 3 лет. ,fullDay,HOURS_8,5/2,Бизнес-аналитик,От 3 до 6 лет,full
Системный аналитик / System Analyst,Астана,400000.0,,KZT,2024-12-05T08:05:33+0300,Hard Code,"Системное аналитическое мышление. Умение управлять требованиями к ПО(Вигерс, BABOK). Знание SOAP и REST API. Умение работать с БД и...",fullDay,HOURS_8,5/2,Системный аналитик,От 1 года до 3 лет,full
Системный аналитик / Аналитик / System Analyst,Астана,300000.0,600000.0,KZT,2024-11-19T08:09:05+0300,Dreamlab Technologies Ltd,Опыт в роли бизнес/<highlighttext>системного</highlighttext> <highlighttext>аналитика</highlighttext> от 1-го года. - Достаточное понимание жизненного цикла разработки ПО. - Опыт разработки проектной документации...,fullDay,HOURS_8,5/2,Системный аналитик,От 1 года до 3 лет,full
Системный аналитик,Алматы,,,,2024-11-26T14:06:09+0300,BTS Digital,Высшее техническое образование в области компьютерных наук или смежных областях. Опыт работы в роли <highlighttext>системного</highlighttext> <highlighttext>аналитика</highlighttext> не менее 2 лет. ,remote,HOURS_8,5/2,Системный аналитик,От 1 года до 3 лет,full
IT аналитик (банковское ПО),Алматы,,,,2024-12-09T08:12:33+0300,Ibsotech,"Опыт работы от 1 года в качестве бизнес- или <highlighttext>системного</highlighttext> <highlighttext>аналитика</highlighttext> с ПО в сфере финансов, бухгалтерского учета, банковского ПО. ",fullDay,HOURS_8,5/2,Аналитик,От 1 года до 3 лет,full
JavaScript (Typescript) Разработчик Junior,Алматы,,,,2024-11-20T11:33:58+0300,Business Applications Solutions,"Full Stack разработка. Технологии: Javascript, Typescript, Docker (Docker compose, CI/CD). СУБД Postgre SQL, Mongo DB. Будет плюсом: .Net / .Net...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Системный аналитик (Middle),Алматы,,,,2024-11-20T08:44:19+0300,IDOCSKZ,Высшее образование в сфере IT. Опыт работы <highlighttext>системным</highlighttext> <highlighttext>аналитиком</highlighttext> более 2 лет. Опыт работы в продуктовых/платформенных командах. ,fullDay,HOURS_8,5/2,Системный аналитик,От 1 года до 3 лет,full
Системный аналитик,Астана,500000.0,,KZT,2024-11-29T06:51:21+0300,Development Software Kazakhstan,Образование в сфере информационных технологий. Стаж работы не менее 3х лет в области информационных технологий. Сбор и анализ требований...,fullDay,HOURS_8,5/2,Системный аналитик,От 3 до 6 лет,full
Senior Computer Vision Engineer,Астана,,,,2024-12-10T13:11:30+0300,Коркем Телеком,"Углублённое понимание основ компьютерного зрения: детекция, сегментация, классификация, трекинг объектов. Практический опыт работы с Python и фреймворками PyTorch или TensorFlow...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Главный системный аналитик,Алматы,,,,2024-12-09T09:22:39+0300,НПК НБ РК,Ключевые задачи и нужные навыки: Администрирование семейства MS Windows/MS Windows Server. Знание и работа с серверным оборудованием. ,fullDay,HOURS_8,5/2,Системный аналитик,От 3 до 6 лет,full
Middle Computer Vision Engineer,Астана,,,,2024-12-11T16:28:35+0300,Коркем Телеком,"Уверенные знания компьютерного зрения: детекция, сегментация, трекинг объектов. Практический опыт работы с Python, уверенное владение PyTorch (предпочтительно) или TensorFlow. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
"Senior/Middle System analyst, IT-Аналитик (удаленно)",Алматы,,,,2024-11-26T18:01:31+0300,RedLab,"Опыт работы аналитиком от 4-х лет. Уметь четко объяснять идеи и доносить их суть с помощью блок-схем, диаграмм...",remote,HOURS_8,5/2,Аналитик,От 3 до 6 лет,full
IT-рекрутер,Алматы,,,,2024-11-29T14:42:30+0300,Globerce Inc.,Какие навыки нужны? Знание IT-рынка и опыт в IT рекрутинге обязателен*. Навыки сорсинга. Коммуникабельность. Навыки интервьюирования. Организованность. ,fullDay,HOURS_8,5/2,Специалист по подбору персонала,Нет опыта,full
Аналитик e-commerce (Hybris),Алматы,,,,2024-11-28T13:17:20+0300,MASTERDATA,Опыт работы и понимание специфики SAP Hybris. Опыт работы в роли бизнес\<highlighttext>системного</highlighttext> -<highlighttext>аналитика</highlighttext> от 3 лет. Знание современных инструментов...,remote,HOURS_8,5/2,"BI-аналитик, аналитик данных",От 3 до 6 лет,full
Senior System Analyst,Алматы,,,,2024-12-17T11:54:13+0300,АКСЕЛБОЛТ КАЗАХСТАН,"Опыт работы на аналогичной позиции от 3х лет. Навыки разработки технических заданий, формирования спецификаций функциональных и системных требований, формирования...",fullDay,HOURS_8,5/2,Системный аналитик,От 3 до 6 лет,full
Бизнес аналитик/системный аналитик,Алматы,,,,2024-11-20T17:58:47+0300,red_mad_robot,"Опыт проектирования банковских продуктов и запуском digital-решений для физических и юридических лиц. Практический опыт реализации продуктов — кредиты, карты/счета...",fullDay,HOURS_8,5/2,Аналитик,От 3 до 6 лет,full
Системный аналитик,Алматы,,,,2024-11-22T15:06:27+0300,ДиджиталБизФэктори,"Опыт работы <highlighttext>системным</highlighttext> <highlighttext>аналитиком</highlighttext> от 2х лет, желательно в FinTech или Telecom проектах. Опыт в проектировании интеграций и архитектуры. ",remote,HOURS_8,5/2,Системный аналитик,От 3 до 6 лет,full
Операционный директор (COO),Астана,,,,2024-12-15T13:40:56+0300,Коркем Телеком,"Системное мышление, стрессоустойчивость, высокий уровень самоорганизации. Опыт работы в digital/ИТ/консалтинговом бизнесе с фокусом на B2B/B...",fullDay,HOURS_8,5/2,Операционный директор (COO),Более 6 лет,full
