name,area_name,salary_from,salary_to,salary_currency,published_at,employer_name,requirement,schedule_id,working_hours_id,work_schedule_by_days,professional_roles,experience_name,employment_id
Middle Frontend Developer (React),Астана,400000.0,500000.0,KZT,2024-12-10T07:35:05+0300,Canvas,Опыт работы в сфере <highlighttext>разработки</highlighttext> web приложений от 2-х лет и выше. Опыт интеграции с различными видами API. ,fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Frontend-разработчик,Астана,,,,2024-11-27T14:23:17+0300,Центр электронных финансов,Высшее техническое образование. Опыт работы не менее одного года на должности <highlighttext>разработчика</highlighttext>. Язык программирования- Java Script. Технический английсский -обязательно.,fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Frontend разработчик (Vue.js/React),Алматы,,,,2024-11-26T15:57:12+0300,Tredo,"Опыт работы с системами сборки (Webpack, Vite) и контроля версий (Git). Понимание принципов <highlighttext>разработки</highlighttext> компонентного подхода и архитектуры. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Middle Python Developer,Астана,500000.0,650000.0,KZT,2024-12-16T13:33:43+0300,Infinity Enterprises,"Опыт работы с ElasticSearch, запросы, агрегации. Умение писать эффективный с точки зрения производительности код, умение находить узкие места и оптимизировать...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Webmaster,Алматы,,,,2024-12-16T20:58:36+0300,"Velvetech, LLC","...WordPress <highlighttext>development</highlighttext>, including custom theme <highlighttext>development</highlighttext>, plugin <highlighttext>development</highlighttext>, loops and extensions, API integration, and more. Proficiency in using <highlighttext>front</highlighttext>-<highlighttext>end</highlighttext>...",fullDay,HOURS_4,5/2,"Программист, разработчик",От 3 до 6 лет,part
Front End Developer (Part-Time),Алматы,,,,2024-12-15T10:03:10+0300,tny.,"3+ years of working experience in <highlighttext>frontend</highlighttext> <highlighttext>development</highlighttext>. React, JavaScript/TypeScript, Next, Webpack, shadcn, Tailwind CSS. Ability to work...",remote,FLEXIBLE,Свободный,"Программист, разработчик",От 3 до 6 лет,part
"Full stack разработчик (frontend, backend)",Алматы,300000.0,750000.0,KZT,2024-12-14T11:23:10+0300,"GuardinAI, Inc",Не менее 2-3 лет профессионального опыта в полноценной <highlighttext>разработке</highlighttext>. Отличные аналитические способности и навыки решения проблем. Высокий уровень коммуникативных...,remote,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Fullstack-разработчик,Алматы,,250000.0,KZT,2024-12-13T07:02:49+0300,Tanir technology,"Опыт работы на позиции Backend-<highlighttext>разработчика</highlighttext> от 2 лет. Знание и опыт работы с Node.js (express, NestJS). Опыт работы с...",remote,HOURS_4,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Frontend-разработчик,Алматы,700000.0,1300000.0,KZT,2024-11-27T08:18:38+0300,Kolesa (АО Колеса),"Опыт работы со сборщиками webpack, vite. Отличные знания JavaScript, TypeScript. Опыт работы с js фреймворками, приветствуется Vue.js, Nuxt. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Middle+/Senior Frontend Developer,Астана,600000.0,1500000.0,KZT,2024-12-02T17:00:41+0300,AI FOR BI,Опыт работы с websocket's. Будет плюсом: Опыт работы с Next.js. Опыт работы с модульными <highlighttext>front</highlighttext>-<highlighttext>end</highlighttext> приложениями.,fullDay,HOURS_8,6/1,"Программист, разработчик",От 3 до 6 лет,full
Frontend Developer (Vue),Астана,,,,2024-12-17T11:36:10+0300,Новео,"Будет плюсом: - разговорный французский язык. Участие во внутренних митапах, постоянный обмен опытом с коллегами. Четко выстроенные процессы и методологии <highlighttext>разработки</highlighttext>.",remote,HOURS_8,5/2,Другое,От 3 до 6 лет,full
Middle Python Developer,Алматы,,,,2024-12-16T07:23:45+0300,AVIATA.KZ,Уверенное знание Python и одного из web фреймворков (Django/Sanic/Flask/FastApi и прочие). Умение писать асинхронный код с использование...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Back End Developer,Алматы,,,,2024-12-15T09:56:09+0300,tny.,Excellent problem-solving skills. Git experience. Cloud deployment (CI/CD) experience. Advanced level English. <highlighttext>Frontend</highlighttext> <highlighttext>development</highlighttext> experience (React or NextJS). ,remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Front-End VS Code,Алматы,2000.0,,USD,2024-12-06T22:35:02+0300,PanDev,"Знание фреймворков тестирования, таких как Mocha или Jest. Участие в <highlighttext>разработке</highlighttext> плагинов или приложений с пользовательскими интерфейсами. Опыт публикации и...",remote,FLEXIBLE,Свободный,"Программист, разработчик",Более 6 лет,project
Middle Frontend Developer,Астана,300000.0,800000.0,KZT,2024-11-18T22:23:42+0300,cNomad,"Английский язык на уровне не ниже intermediate. Преимущества: Опыт работы с Typescript. Опыт работы с тестированием <highlighttext>фронтенд</highlighttext>-приложений (Jest, Cypress).",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Front-end developer (middle),Алматы,,800000.0,KZT,2024-11-19T09:55:31+0300,Yoko.io,Понимание принципов RESTful-Api. Адаптивная и отзывчивая вёрстка. Отличное знание JavaScript. Система контроля версий (Git). Навык работы с Nginx. ,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Инженер по тестированию ПО (QA),Астана,,,,2024-11-25T07:16:51+0300,Холдинг Самгау,"Понимание жизненного цикла <highlighttext>разработки</highlighttext> ПО и место тестирования в нем. Знание теории тестирования. Навыки <highlighttext>разработки</highlighttext> тестовых артефактов (чек-лист, тест...",fullDay,HOURS_8,5/2,Тестировщик,От 3 до 6 лет,full
Frontend-разработчик,Астана,500000.0,,KZT,2024-12-03T13:51:45+0300,DAMU RG Исследовательская группа,Высшее техническое образование. Минимум 3 лет работы в <highlighttext>Frontend</highlighttext> <highlighttext>разработке</highlighttext>. Опыт с React не менее 3 лет. Знание архитектурных принципов...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Java-разработчик,Алматы,400000.0,800000.0,KZT,2024-11-25T10:23:36+0300,ПАПАРОБОТ,"...<highlighttext>разработчика</highlighttext>). Портфолио или примеры реализованных проектов будут преимуществом. Навыки настройки CI/CD пайплайнов (Jenkins, GitLab CI/CD). Знание <highlighttext>front</highlighttext>-<highlighttext>end</highlighttext>...",remote,FLEXIBLE,Свободный,"Программист, разработчик",Нет опыта,project
Backend Developer (Django),Алматы,450000.0,700000.0,KZT,2024-11-22T14:00:22+0300,Бекхожаев К.Т,"Уверенное знание Django и Django REST Framework. Опыт <highlighttext>разработки</highlighttext> API для мобильных и веб-приложений. Понимание работы с WebSockets, Django...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Junior+ Node.js разработчик,Алматы,,120000.0,RUR,2024-12-03T08:50:28+0300,Ботхаб,"Опыт работы с Node.js. Знание JavaScript/TypeScript. Опыт работы с системами контроля версий, преимущественно Git, понимание Git-flow. ",remote,HOURS_8,5/2,"Программист, разработчик",Нет опыта,full
Back End Developer,Алматы,,,,2024-12-15T09:58:30+0300,tny.,Excellent problem-solving skills. Git experience. Cloud deployment (CI/CD) experience. Advanced level English. <highlighttext>Frontend</highlighttext> <highlighttext>development</highlighttext> experience (React or NextJS). ,remote,FLEXIBLE,Свободный,"Программист, разработчик",От 3 до 6 лет,part
Tech Lead,Алматы,,,,2024-12-17T15:30:28+0300,Частная компания Snoonu Technologies Ltd.,"Proven ability to lead the <highlighttext>development</highlighttext> of complex, high-load systems from backend to <highlighttext>frontend</highlighttext>, ensuring scalability, reliability, and performance. ",remote,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Middle Frontend-разработчик (React),Алматы,700000.0,900000.0,KZT,2024-12-16T13:27:51+0300,My Startups,Самоорганизация и ответственность. Умение работать в команде. Хорошие коммуникативные навыки. Скорость <highlighttext>разработки</highlighttext>. Проактивность и самоорганизация. Качество работоспособности продукта.,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
UX/UI Designer,Алматы,700000.0,,KZT,2024-11-29T13:29:07+0300,Axio,"Role background: Искать и адаптировать руководящие принципы дизайна, лучшие практики и стандарты, сосредоточенных как на пользовательском опыте, так и на...",fullDay,HOURS_8,5/2,"Дизайнер, художник",От 3 до 6 лет,full
Project Manager,Алматы,1000.0,2000.0,USD,2024-12-02T17:45:15+0300,Soma Services L.L.C-FZ,"Proven ability to collaborate with diverse teams, including <highlighttext>developers</highlighttext>, marketers, designers, and sales specialists. Experience with onboarding and presenting systems...",remote,HOURS_8,5/2,Руководитель проектов,От 3 до 6 лет,full
Middle Frontend developer - Next js,Алматы,,,,2024-11-18T14:13:06+0300,Denser Technologies,Опыт работы по специальности от 2-х лет. Опыт работы с кроссбраузерной совместимостью. Оптимизация производительности <highlighttext>фронтенд</highlighttext> приложений. Знание архитектуры FSD.,fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Frontend-разработчик сайтов на WordPress / верстальщик сайтов / PHP программист,Алматы,100000.0,400000.0,KZT,2024-11-29T14:24:18+0300,SHDM (ИП Шурубов),Опыт вёрстки сайтов с нуля с Figma или PSD макета. Наличие выполненных работ (действующие сайты выложенные в интернет). ,remote,HOURS_8,6/1,"Программист, разработчик",От 1 года до 3 лет,project
Frontend Developer (React),Алматы,,,,2024-12-04T11:09:05+0300,Andersen,"Must-haves: Experience in professional <highlighttext>front</highlighttext>-<highlighttext>end</highlighttext> <highlighttext>development</highlighttext>, with a focus on React for 3+ years. Strong understanding of...",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Product manager,Алматы,,,,2024-12-15T08:12:15+0300,AVIATA.KZ,"Знания в области взаимодействия <highlighttext>frontend</highlighttext> и backend (работа с API), уверенная работа с технической документацией. Опыт проведения количественных и качественных...",fullDay,HOURS_8,5/2,Бизнес-аналитик,От 1 года до 3 лет,full
IT Project manager (Проектный менеджер в сфере IT)_Middle/Junior,Алматы,400000.0,800000.0,KZT,2024-12-02T12:41:17+0300,FRONT D.VISION,Знание жизненного цикла <highlighttext>разработки</highlighttext> аналитических систем и систем отчетности. Опыт управления проектами с использованием Waterfall и Scrum. Понимание основ работы...,fullDay,HOURS_8,5/2,Руководитель проектов,От 1 года до 3 лет,full
Frontend программист/разработчик project,Шымкент,200000.0,250000.0,KZT,2024-12-15T13:07:30+0300,Oktrening,"Требуемые знания: Github|Gitlab: ГИТМАСТЕР. Уровень Junior и желание совершенствоваться в Laravel 8, PHP 7, VUE 2,3.",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Middle Node.js Developer (NodeJS),Астана,400000.0,800000.0,KZT,2024-12-04T11:25:17+0300,Dreamlab Technologies Ltd,"Достаточное понимание микросервисной архитектуры. Понимание принципов безопасности в веб-<highlighttext>разработке</highlighttext>. Опыт работы с системами контроля версий (например, Git). ",fullDay,HOURS_8,5/2,"Программист, разработчик",Нет опыта,full
Senior Frontend Developer,Алматы,,4000.0,USD,2024-11-22T12:42:54+0300,Ре-Сим,Опыт настройки пайплайнов в GitlabCI. Опыт работы с Figma. Опыт Backend/Fullstack <highlighttext>разработки</highlighttext>. Понимание сетевых протоколов и опыт работы с...,remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Junior+ Node.js разработчик,Астана,,120000.0,RUR,2024-12-03T08:53:11+0300,Ботхаб,"Опыт работы с Node.js. Знание JavaScript/TypeScript. Опыт работы с системами контроля версий, преимущественно Git, понимание Git-flow. ",remote,HOURS_8,5/2,"Программист, разработчик",Нет опыта,full
Web QA Engineer,Алматы,750000.0,1300000.0,KZT,2024-11-28T11:45:14+0300,Kolesa (АО Колеса),"Практический опыт применения техник тест-дизайна. Опыт тестирования web приложений (Backend/API, <highlighttext>Frontend</highlighttext>). Опыт работы с баг-трекинговыми системами. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Product manager CRM,Астана,,,,2024-11-19T10:30:47+0300,Bilim Land (Bilim Media Group),Подтвержденный опыт внедрения программных продуктов. Опыт работы в должности руководителя проектов или аналитика. Клиентоориентированность и нацеленность на результат. ,fullDay,HOURS_8,5/2,Менеджер продукта,От 3 до 6 лет,full
Middle VueJS Frontend Developer,Астана,300000.0,800000.0,KZT,2024-12-04T11:25:08+0300,Dreamlab Technologies Ltd,"Умение работать в команде. Навыки проектирование высоконагруженных систем. Также можем рассмотреть <highlighttext>разработчиков</highlighttext> fullstack. Понимание Kubernetes, Docker; CI/CD. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
"Back-end Разработчик (Node.js/NestJS, PostgreSQL, Redis, RabbitMQ/Kafka)",Алматы,,,,2024-11-18T08:19:25+0300,Business Applications Solutions,"Обеспечение высокой производительности и отзывчивости системы. Квалификации: 5+ лет опыта работы с Node.js/NestJS. Глубокие знания PostgreSQL, Redis и...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Fullstack-разработчик,Алматы,400000.0,500000.0,KZT,2024-12-05T08:41:21+0300,OKO GROUP,Хорошее знание Postgresql. От года опыта на похожем стеке что у нас.,fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
QA Engineer,Астана,,,,2024-12-03T13:55:29+0300,Andersen,"Experience in back-end and <highlighttext>front</highlighttext>-<highlighttext>end</highlighttext> testing. Experience with SQL databases, experience in writing SQL queries. Knowledge of Rest...",fullDay,HOURS_8,5/2,Тестировщик,От 1 года до 3 лет,full
Senior System Analyst,Алматы,,,,2024-12-17T11:54:13+0300,АКСЕЛБОЛТ КАЗАХСТАН,"Навыки <highlighttext>разработки</highlighttext> технических заданий, формирования спецификаций функциональных и системных требований, формирования заданий на <highlighttext>разработку</highlighttext> и бэклога, участия в оценке сроков...",fullDay,HOURS_8,5/2,Системный аналитик,От 3 до 6 лет,full
Product designer,Алматы,,,,2024-11-28T12:07:25+0300,"Beeline, ТМ","Базовые навыки HTML и CSS (будешь тесно взаимодействовать с <highlighttext>frontend</highlighttext>-<highlighttext>разработчиком</highlighttext>). Если умеешь работать в 3D, motion или анимации...",remote,HOURS_8,5/2,"Дизайнер, художник",От 3 до 6 лет,full
Middle+/Senior Python Developer,Алматы,,,,2024-11-27T13:30:43+0300,Globerce Inc.,Python 3.10-3.12. Опыт работы с Django/FastApi. Опыт работы с DRF. Умение писать асинхронный код с использование...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Ведущий Motion 3D / Front End Разработчик,Астана,400000.0,1000000.0,KZT,2024-12-15T18:26:52+0300,Apex Media Masters,"Знание WebGL и GLSL для <highlighttext>разработки</highlighttext> пользовательских шейдеров и визуальных эффектов. <highlighttext>Фронтенд</highlighttext>-<highlighttext>разработка</highlighttext>: Отличное владение HTML5, CSS, Typescript, Javascript...",remote,HOURS_8,5/2,"Дизайнер, художник",От 3 до 6 лет,full
Team Lead PHP Laravel SmartNation,Алматы,900000.0,,KZT,2024-11-22T12:54:43+0300,Bilim Land (Bilim Media Group),Опыт <highlighttext>разработки</highlighttext> от 3 лет и опыт на позиции лида от 1 года. Опыт работы с высоконагруженными сервисами и понимание...,fullDay,HOURS_8,5/2,Руководитель группы разработки,От 3 до 6 лет,full
Flutter разработчик,Алматы,,,,2024-12-04T12:34:35+0300,Thousand IT Company,Опыт программирования на языке flutter от 1 года обязательно. Опыт программирования на любом языке не менее года. Применять методы и...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Fullstack-разработчик,Астана,1000000.0,1500000.0,KZT,2024-11-27T17:58:35+0300,DAMU RG Исследовательская группа,Высшее техническое образование. Минимум 5 лет опыта в <highlighttext>Frontend</highlighttext>-<highlighttext>разработке</highlighttext> (3 года с React). Знание английского языка для чтения технической...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
"Senior Full stack разработчик ( Front - Javascript, Typescript / Back - Node )",Астана,1300000.0,1500000.0,KZT,2024-12-09T13:25:48+0300,Inter Solutions,"Опыт работы с <highlighttext>Frontend</highlighttext> Framework’ами: Svelte, Vue и т. д. Понимание принципов ООП. Понимание Design Patterns. Опыт командной <highlighttext>разработки</highlighttext>...",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Middle+ / Senior Python Backend Developer (офис в Астане/онлайн),Алматы,600000.0,1100000.0,KZT,2024-12-02T14:34:54+0300,AI FOR BI,"Опыт backend-<highlighttext>разработки</highlighttext> на Python от 3 лет. Отличное знание Python, Django REST Framework и FastAPI. Опыт <highlighttext>разработки</highlighttext> API и...",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Ведущий программист-проектировщик Управления развития и сопровождения ИС,Астана,600000.0,,KZT,2024-11-18T08:49:23+0300,РГП на ПХВ Инженерно-технический центр Управления Делами Президента Республики Казахстан,"Знания HTTP, TCP/IP, TLS. Основы ООП и программирования. <highlighttext>Разработка</highlighttext>, интеграция систем и сервисов. Пользовательские интерфейсы. Системное мышление. PHP. JS. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
C# \ .NET Разработчик backend (middle),Алматы,,,,2024-12-13T07:02:46+0300,IDOCSKZ,"Отличное владение C#, ASP.NET Core, ORM Entity Framework. Опыт проектирования API. Опыт <highlighttext>разработки</highlighttext> и проектирования реляционных БД. Хорошие знания ООП...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Frontend разработчик (senior),Алматы,,,,2024-11-18T13:43:35+0300,IDOCSKZ,...позиции <highlighttext>frontend</highlighttext> <highlighttext>разработчика</highlighttext> от 3-4-года. Отличное владение Angular 8 и выше (желательно не менее 2 лет). Опыт <highlighttext>разработки</highlighttext>...,remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Backend Developer (PHP),Караганда,,,,2024-11-25T10:24:58+0300,Flip.kz,"Коммерческий опыт интеграции сторонних API для задач бизнеса. Знание JavaScript, HTML, CSS. Опыт <highlighttext>Front</highlighttext>-<highlighttext>end</highlighttext> <highlighttext>разработки</highlighttext>. Понимание работы *nix систем.",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Frontend developer Vue.js,Алматы,,,,2024-11-26T11:28:29+0300,Bilim Land (Bilim Media Group),Опыт работы с GitLab. Знания HTML5 + CSS3. Блочная и Flex верстка. Опыт работы с OS Linux (Ubuntu...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior/ Middle Frontend software engineer,Алматы,,,,2024-12-15T11:14:27+0300,Неткрэкер Текнолоджи Казахстан,"Опыт работы в коммерческих проектах. Желание развиваться во <highlighttext>frontend</highlighttext>-<highlighttext>разработке</highlighttext>, интерес к нестандартным задачам. Английский язык на уровне Intermediate+. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Middle DevOps Engineer,Алматы,2500.0,,USD,2024-11-21T11:28:27+0300,ЧАСТНАЯ КОМПАНИЯ MD KZ LTD.,"Cloud Mastery: Deep understanding of cloud concepts and experience <highlighttext>developing</highlighttext> secure, highly available cloud solutions. Cost Optimization: Proven track record...",remote,HOURS_8,5/2,DevOps-инженер,От 3 до 6 лет,full
Senior Java Backend Developer (Роль – Lead разработки),Астана,,,,2024-12-15T07:43:44+0300,Platonus,"Опыт работы с Java (8+) от 5 лет. Уверенное знание Spring Framework (Spring Boot, Spring Security, Spring Data). ",fullDay,HOURS_8,5/2,Руководитель группы разработки,От 3 до 6 лет,full
PHP middle программист,Петропавловск,300000.0,600000.0,KZT,2024-11-18T15:15:11+0300,"TenderPlus, компания","Опыт работы с HighLoad - проектами. Опыт <highlighttext>frontend</highlighttext> <highlighttext>разработки</highlighttext> (Javascript, JQuery, Vue/React). Опыт работы с Node JS. Опыт администрирования Unix...",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Junior Automation QA Engineer (Java),Алматы,,,,2024-11-26T18:57:52+0300,Andersen,Must-haves: - Commercial <highlighttext>development</highlighttext> experience as a QA Automation Engineer (Java) for 6+ months. - Knowledge of automation testing. - ,fullDay,HOURS_8,5/2,Тестировщик,Нет опыта,full
Senior Backend Developer,Алматы,,,,2024-12-02T12:22:52+0300,BTS Digital,Понимание принципов построения RESTful и GRPC API. Глубокие знания со сложностью многопоточной <highlighttext>разработки</highlighttext> и подходами как сделать такой код быстрым...,fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Senior Python разработчик,Астана,1000000.0,1300000.0,KZT,2024-11-25T13:34:01+0300,Inter Solutions,"Опыт работы с <highlighttext>Frontend</highlighttext> Framework’ами: React, Vue, и т. д. Понимание принципов ООП. Понимание Design Patterns. Опыт командной <highlighttext>разработки</highlighttext>...",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
PHP/Go Developer (Middle/Middle+),Алматы,,,,2024-12-15T12:03:40+0300,Частная компания “Automated Communication Solutions Ltd.”,Уверенные знания и опыт работы с Go и PHP. Умение работать с Git и CI/CD пайплайнами. Знание SQL (особенно...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Fullstack разработчик,Астана,,,,2024-12-07T14:00:02+0300,DOCUMENTOLOG CREATIVE STUDIO,"...2 лет в контексте <highlighttext>разработки</highlighttext> веб-приложений. Уверенные навыки в HTML, CSS, JavaScript и фреймворках <highlighttext>фронтенда</highlighttext> (React/ Angular). ",fullDay,HOURS_8,5/2,Другое,От 3 до 6 лет,full
Разработчик C# .Net Framework CalDAV/CardDAV,Алматы,,,,2024-12-15T17:50:59+0300,WMT,"Знания C#, .Net Framework 4.8, Git; в том числе умение писать асинхронный код. Навыки системного анализа. Опыт реализации плагинов...",fullDay,HOURS_8,5/2,Руководитель группы разработки,От 3 до 6 лет,full
Проектный менеджер,Алматы,400000.0,450000.0,KZT,2024-12-16T12:17:43+0300,RNM KZ,"Базовое понимание backend/<highlighttext>frontend</highlighttext> <highlighttext>разработки</highlighttext> (что такое backend, что такое <highlighttext>frontend</highlighttext>, их различия и взаимодействие). Способность глубоко погружаться в детали...",fullDay,HOURS_8,5/2,Руководитель группы разработки,От 1 года до 3 лет,full
Java-разработчик Middle+,Алматы,800000.0,1000000.0,KZT,2024-12-15T08:16:55+0300,TRUE IT,"Опыт работы с Java 8+ от 3-х лет. Отличное знание Java, Spring Boot/Cloud. Хорошее понимание SQL и...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Team Lead .NET developer (С#),Астана,1200000.0,1500000.0,KZT,2024-12-09T13:28:54+0300,Inter Solutions,"...end <highlighttext>разработчика</highlighttext> не менее 5 лет. Глубокие знания и опыт работы с .NET. Навыки коммуникации с членами команды, включая <highlighttext>разработчиков</highlighttext>...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Middle-senior backend developer (PHP) CRM,Астана,,,,2024-11-22T12:53:34+0300,Bilim Land (Bilim Media Group),Опыт работы в коммерческой <highlighttext>разработке</highlighttext> от 3 лет. Опыт работы над CRM/ERP/BPM системами. Превосходное знание PHP (версии 7...,fullDay,HOURS_8,5/2,"Программист, разработчик",Нет опыта,full
Senior Frontend Engineer,Алматы,,,,2024-12-17T11:39:44+0300,Termius,At least 5-6 years of <highlighttext>frontend</highlighttext> <highlighttext>development</highlighttext> experience. Proven ability to work independently and take full ownership of projects. ,remote,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Team Lead Frontend (Angular) in Uzbekistan,Алматы,,,,2024-12-06T17:27:42+0300,PAYME,"Опыт на аналогичной позиции в роли Team Lead от 2х лет. Опыт работы с Angular, TypeScript, RESTful API. ",fullDay,HOURS_8,5/2,Другое,От 3 до 6 лет,full
Full-stack Developer (.Net),Астана,,,,2024-11-28T18:15:19+0300,Itransition,"Experience with .NET Сore. Experience with <highlighttext>Frontend</highlighttext> <highlighttext>development</highlighttext> (HTML 5, JavaScript / TypeScript, Angular or React). Experience with databases (MS SQL...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
QA Engineer,Алматы,,,,2024-12-02T18:34:56+0300,Andersen,"Experience in back-end and <highlighttext>front</highlighttext>-<highlighttext>end</highlighttext> testing. - Experience with SQL databases, experience in writing SQL queries. - Knowledge of Rest...",fullDay,HOURS_8,5/2,Тестировщик,От 1 года до 3 лет,full
