name,area_name,salary_from,salary_to,salary_currency,published_at,employer_name,requirement,schedule_id,working_hours_id,work_schedule_by_days,professional_roles,experience_name,employment_id
Product manager CRM,Астана,,,,2024-11-19T10:30:47+0300,Bilim Land (Bilim Media Group),Подтвержденный опыт внедрения программных продуктов. Опыт работы в должности руководителя проектов или аналитика. Клиентоориентированность и нацеленность на результат. ,fullDay,HOURS_8,5/2,Менеджер продукта,От 3 до 6 лет,full
Senior Backend Developer,Астана,,,,2024-12-15T08:51:50+0300,DauInvest,Опыт <highlighttext>разработки</highlighttext> на C# и .NET не менее 5 лет. Уверенные знания PostgreSQL и опыт работы с MongoDB. ,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
"Back-end Разработчик (Node.js/NestJS, PostgreSQL, Redis, RabbitMQ/Kafka)",Алматы,,,,2024-11-18T08:19:25+0300,Business Applications Solutions,"Обеспечение высокой производительности и отзывчивости системы. Квалификации: 5+ лет опыта работы с Node.js/NestJS. Глубокие знания PostgreSQL, Redis и...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Fullstack-разработчик,Алматы,400000.0,500000.0,KZT,2024-12-05T08:41:21+0300,OKO GROUP,Хорошее знание Postgresql. От года опыта на похожем стеке что у нас.,fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
QA Engineer,Астана,,,,2024-12-03T13:55:29+0300,Andersen,Experience as a QA Engineer for 2+ years. Experience in <highlighttext>back</highlighttext>-<highlighttext>end</highlighttext> and front-end testing. Experience with SQL...,fullDay,HOURS_8,5/2,Тестировщик,От 1 года до 3 лет,full
Senior System Analyst,Алматы,,,,2024-12-17T11:54:13+0300,АКСЕЛБОЛТ КАЗАХСТАН,"Навыки <highlighttext>разработки</highlighttext> технических заданий, формирования спецификаций функциональных и системных требований, формирования заданий на <highlighttext>разработку</highlighttext> и бэклога, участия в оценке сроков...",fullDay,HOURS_8,5/2,Системный аналитик,От 3 до 6 лет,full
Middle+/Senior Python Developer,Алматы,,,,2024-11-27T13:30:43+0300,Globerce Inc.,Python 3.10-3.12. Опыт работы с Django/FastApi. Опыт работы с DRF. Умение писать асинхронный код с использование...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Backend разработчик/Программист (junior project / middle project),Шымкент,150000.0,250000.0,KZT,2024-12-10T10:06:11+0300,Oktrening,"Требуемые знания: Github|Gitlab: ГИТМАСТЕР. Уровень Junior и желание совершенствоваться в Laravel 8, PHP 7, VUE 2,3.",remote,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Team Lead PHP Laravel SmartNation,Алматы,900000.0,,KZT,2024-11-22T12:54:43+0300,Bilim Land (Bilim Media Group),Опыт <highlighttext>разработки</highlighttext> от 3 лет и опыт на позиции лида от 1 года. Опыт работы с высоконагруженными сервисами и понимание...,fullDay,HOURS_8,5/2,Руководитель группы разработки,От 3 до 6 лет,full
Backend php разработчик (Junior),Алматы,,50000.0,RUR,2024-12-08T15:51:19+0300,Ботхаб,"PHP 7+. - MySQL. - Понимание основ ООП и принципы SOLID, KISS, DRY. - Знание паттернов программирования. - Опыт с PHP 7+. - ",remote,FLEXIBLE,Свободный,"Программист, разработчик",От 1 года до 3 лет,full
Java разработчик Senior (Tech-Lead),Алматы,,,,2024-12-09T15:16:04+0300,SUCCESS INITIATIVE GROUP(SIG),Навыки проектирования верхнеуровневой и низкоуровневой архитектуры приложений. Возможность полной автономности в <highlighttext>разработке</highlighttext>. Знание и опыт <highlighttext>разработки</highlighttext> на Java (Spring Boot). ,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Middle/Senior Backend-разработчик (Python),Алматы,800000.0,,KZT,2024-12-16T17:18:29+0300,My Startups,"Опыт <highlighttext>разработки</highlighttext> RESTful включая проектирование, реализацию и документирование API. Понимание принципов микросервисной архитектуры, масштабируемости и высокой доступности систем. Скорость <highlighttext>разработки</highlighttext>...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Fullstack-разработчик,Астана,1000000.0,1500000.0,KZT,2024-11-27T17:58:35+0300,DAMU RG Исследовательская группа,"Уверенные навыки работы с PHP 7+, GOlang, TypeScript, JavaScript (React). Опыт <highlighttext>разработки</highlighttext> REST API и <highlighttext>backend</highlighttext>-решений. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Middle+ / Senior Python Backend Developer (офис в Астане/онлайн),Алматы,600000.0,1100000.0,KZT,2024-12-02T14:34:54+0300,AI FOR BI,"Опыт <highlighttext>backend</highlighttext>-<highlighttext>разработки</highlighttext> на Python от 3 лет. Отличное знание Python, Django REST Framework и FastAPI. Опыт <highlighttext>разработки</highlighttext> API и...",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Ведущий программист-проектировщик Управления развития и сопровождения ИС,Астана,600000.0,,KZT,2024-11-18T08:49:23+0300,РГП на ПХВ Инженерно-технический центр Управления Делами Президента Республики Казахстан,"Знания HTTP, TCP/IP, TLS. Основы ООП и программирования. <highlighttext>Разработка</highlighttext>, интеграция систем и сервисов. Пользовательские интерфейсы. Системное мышление. PHP. JS. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
C# \ .NET Разработчик backend (middle),Алматы,,,,2024-12-13T07:02:46+0300,IDOCSKZ,"Отличное владение C#, ASP.NET Core, ORM Entity Framework. Опыт проектирования API. Опыт <highlighttext>разработки</highlighttext> и проектирования реляционных БД. Хорошие знания ООП...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Frontend разработчик (senior),Алматы,,,,2024-11-18T13:43:35+0300,IDOCSKZ,...frontend <highlighttext>разработчика</highlighttext> от 3-4-года. Отличное владение Angular 8 и выше (желательно не менее 2 лет). Опыт <highlighttext>разработки</highlighttext> на...,remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Backend Developer (PHP),Караганда,,,,2024-11-25T10:24:58+0300,Flip.kz,Коммерческий опыт командной <highlighttext>разработки</highlighttext> более 3-4х лет. Понимание принципов и методологий современной <highlighttext>разработки</highlighttext>. Опыт создания высоконагруженных систем. ,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Java-разработчик Middle\Senior,Астана,,,,2024-12-05T17:38:39+0300,RedLab,"Принципы работы и особенности использования Spring Framework. Основы ООП, методологий <highlighttext>разработки</highlighttext> и шаблонов проектирования и уметь применять их на практике. ",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Frontend developer Vue.js,Алматы,,,,2024-11-26T11:28:29+0300,Bilim Land (Bilim Media Group),Опыт работы с GitLab. Знания HTML5 + CSS3. Блочная и Flex верстка. Опыт работы с OS Linux (Ubuntu...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Back-end developer c# (client-server application),Алматы,,,,2024-12-14T18:01:47+0300,DataMatrix Corp,опыт общения с пользователями и it-командами для сбора требований и <highlighttext>разработки</highlighttext> технической документации. - знание английского языка на уровне общения...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Node.js backend developer,Астана,,,,2024-11-25T15:29:48+0300,Zoftify Eesti OÜ,Work in an agile environment. 2+ years of Node.js experience. Practical experience with Typescript. Experience in building REST API...,remote,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Backend Developer (.NET),Алматы,,,,2024-12-09T17:38:19+0300,Andersen,"Technology stack: .NET, JavaScript, REST, Jenkins, SOLID principles, Kibana, Elastic Search, Rabbit MQ, Kafka/Reddis, SQL. Must-haves: Education in...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Middle DevOps Engineer,Алматы,2500.0,,USD,2024-11-21T11:28:27+0300,ЧАСТНАЯ КОМПАНИЯ MD KZ LTD.,"Cloud Mastery: Deep understanding of cloud concepts and experience <highlighttext>developing</highlighttext> secure, highly available cloud solutions. Cost Optimization: Proven track record...",remote,HOURS_8,5/2,DevOps-инженер,От 3 до 6 лет,full
Senior Java Backend Developer (Роль – Lead разработки),Астана,,,,2024-12-15T07:43:44+0300,Platonus,"Опыт работы с Java (8+) от 5 лет. Уверенное знание Spring Framework (Spring Boot, Spring Security, Spring Data). ",fullDay,HOURS_8,5/2,Руководитель группы разработки,От 3 до 6 лет,full
Junior Automation QA Engineer (Java),Алматы,,,,2024-11-26T18:57:52+0300,Andersen,Must-haves: - Commercial <highlighttext>development</highlighttext> experience as a QA Automation Engineer (Java) for 6+ months. - Knowledge of automation testing. - ,fullDay,HOURS_8,5/2,Тестировщик,Нет опыта,full
Senior Backend Developer,Алматы,,,,2024-12-02T12:22:52+0300,BTS Digital,Высшее техническое образование в области компьютерных наук или смежных областях. Опыт работы на позиции <highlighttext>backend</highlighttext>-<highlighttext>разработчика</highlighttext> не менее 5 лет. ,fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Senior Java Developer,Алматы,,,,2024-11-22T10:02:14+0300,Khan Group,"Опыт работы на Java от 5 лет. Глубокие знания Java Core, Spring. (Spring Boot, Spring MVC), Hibernate, JPA. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Java Back-end Developer,Алматы,700000.0,,KZT,2024-11-28T07:55:22+0300,UCO,Дружная команда cертифицированных профессионалов с опытом (Обмен знаниями). Получение опыта на реальных проектах.,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Team Lead Back-End,Алматы,,,,2024-11-28T15:23:46+0300,Grand era,Опыт работы с Java Spring Boot от 3-х лет. Желание развиваться как Team Lead. Развитые софт скиллы. ,fullDay,HOURS_8,5/2,Руководитель группы разработки,От 3 до 6 лет,full
Менеджер продукта,Астана,,,,2024-12-15T16:20:46+0300,«Izi Paq»,"Профессиональные навыки: Опыт управления IT-проектами: не менее 3-5 лет, с опытом работы в <highlighttext>разработке</highlighttext> мобильных и веб-приложений...",fullDay,HOURS_8,5/2,Менеджер продукта,От 3 до 6 лет,full
Backend Developer (.NET),Алматы,,,,2024-11-20T12:55:01+0300,Andersen,"Experience as a .NET <highlighttext>Developer</highlighttext> for 2-3+ years. Proven experience with C# and .NET, a strong understanding of...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Fullstack (JAVA/Kotlin) Developer,Алматы,,,,2024-12-03T14:55:57+0300,BTS Digital,"Опыт <highlighttext>разработки</highlighttext> Web-приложений в роли fullstack-<highlighttext>разработчика</highlighttext>: react, vue, angular, etc. Знание современных возможностей CSS3 и HTML5.",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
"Middle full-stack разработчик (Vue.js, Laravel)",Астана,300000.0,,KZT,2024-12-16T00:27:15+0300,MASNAGET Digital Studio,"...опыт в <highlighttext>разработке</highlighttext> на Laravel, PHP, Vue, JS, HTML, CSS. Использование Ajax. Умение работать с REST API (<highlighttext>разработка</highlighttext>, внедрение, интеграция...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior PHP Developer,Алматы,,,,2024-12-02T13:53:56+0300,Mayflower,At least 5 years of experience in PHP <highlighttext>development</highlighttext> (the current version of PHP in the project is 8.2). ,fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Senior Backend Engineer (Python),Алматы,,,,2024-12-09T11:49:52+0300,Termius,"5+ years of experience as a <highlighttext>backend</highlighttext> engineer. Strong proficiency in Python. Experience with relational databases (e.g., MySQL...",remote,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Fullstack разработчик,Астана,,,,2024-12-07T14:00:02+0300,DOCUMENTOLOG CREATIVE STUDIO,...MS SQL) и настройкой эффективных связок между <highlighttext>бэкендом</highlighttext> и базой данных. Знание принципов <highlighttext>разработки</highlighttext> API и опыт их реализации. ,fullDay,HOURS_8,5/2,Другое,От 3 до 6 лет,full
Разработчик C# .Net Framework CalDAV/CardDAV,Алматы,,,,2024-12-15T17:50:59+0300,WMT,"Знания C#, .Net Framework 4.8, Git; в том числе умение писать асинхронный код. Навыки системного анализа. Опыт реализации плагинов...",fullDay,HOURS_8,5/2,Руководитель группы разработки,От 3 до 6 лет,full
Проектный менеджер,Алматы,400000.0,450000.0,KZT,2024-12-16T12:17:43+0300,RNM KZ,"Базовое понимание <highlighttext>backend</highlighttext>/frontend <highlighttext>разработки</highlighttext> (что такое <highlighttext>backend</highlighttext>, что такое frontend, их различия и взаимодействие). Способность глубоко погружаться в детали...",fullDay,HOURS_8,5/2,Руководитель группы разработки,От 1 года до 3 лет,full
Creative Marketing Manager,Алматы,,,,2024-12-14T18:58:12+0300,G5EN KAZ,"2+ year of creative agency or creating marketing assets experience. Passionate about mobile gaming, apps and the gamedev industry. ",remote,HOURS_8,5/2,"Менеджер по маркетингу, интернет-маркетолог",От 1 года до 3 лет,full
Java-разработчик Middle+,Алматы,800000.0,1000000.0,KZT,2024-12-15T08:16:55+0300,TRUE IT,"Опыт работы с Java 8+ от 3-х лет. Отличное знание Java, Spring Boot/Cloud. Хорошее понимание SQL и...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Mobile/Web QA Automation engineer (Middle / Senior),Алматы,,,,2024-11-27T10:53:52+0300,"Beeline, ТМ","Интерес к <highlighttext>разработке</highlighttext> программного обеспечения, автоматизации, мануальному тестированию, процессам улучшения качества <highlighttext>разработки</highlighttext>/тестированию цифровых продуктов. Возможность быстрого и полного решения...",fullDay,HOURS_8,5/2,Тестировщик,От 3 до 6 лет,full
Backend Software Developer (Java),Алматы,,,,2024-12-15T17:10:27+0300,Неткрэкер Текнолоджи Казахстан,3 - 6 years of experience as a software <highlighttext>developer</highlighttext>. Excellent knowledge of Java and Spring boot. Programming experience in Golang...,flexible,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Team Lead .NET developer (С#),Астана,1200000.0,1500000.0,KZT,2024-12-09T13:28:54+0300,Inter Solutions,Опыт работы в качестве <highlighttext>back</highlighttext>-<highlighttext>end</highlighttext> <highlighttext>разработчика</highlighttext> не менее 5 лет. Глубокие знания и опыт работы с .NET. ,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Middle-senior backend developer (PHP) CRM,Астана,,,,2024-11-22T12:53:34+0300,Bilim Land (Bilim Media Group),Опыт работы в коммерческой <highlighttext>разработке</highlighttext> от 3 лет. Опыт работы над CRM/ERP/BPM системами. Превосходное знание PHP (версии 7...,fullDay,HOURS_8,5/2,"Программист, разработчик",Нет опыта,full
Backend Developer (Python),Алматы,,,,2024-12-17T09:20:00+0300,Неткрэкер Текнолоджи Казахстан,"Flask, FastAPI, asyncio, gunicorn. Docker, Kubernetes, Helm. Microservices (patterns and <highlighttext>development</highlighttext> experience). Design Patterns. REST API, Swagger, OpenAPI Specifications. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Kotlin & Java developer,Алматы,,,,2024-11-21T12:53:32+0300,5 LAB(ФАЙВ ЛАБ),"Build automation tools (Maven, Gradle, etc), continuous integration tools. Web applications <highlighttext>development</highlighttext> using Spring. Excellent general software <highlighttext>development</highlighttext> skills, coding...",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Java Backend Team Lead,Алматы,,,,2024-11-28T09:42:27+0300,"Beeline, ТМ","Навык анализа кода и командной <highlighttext>разработки</highlighttext> (Confluence, Jira). Знание методологий <highlighttext>разработки</highlighttext> ПО (Agile, DevOps и т.п.). Опыт работы с...",fullDay,HOURS_8,5/2,Руководитель группы разработки,Более 6 лет,full
Team Lead (Backend),Алматы,,,,2024-12-06T09:55:20+0300,International CPaaS Provider,Strong technical background with hands-on experience in software <highlighttext>development</highlighttext> and automation. Strong proficiency in Ruby (Ruby on Rails) or...,remote,HOURS_8,5/2,Руководитель группы разработки,От 3 до 6 лет,full
QA Engineer,Алматы,,,,2024-12-02T18:34:56+0300,Andersen,Must-haves: - Experience as a QA Engineer for 2+ years. - Experience in <highlighttext>back</highlighttext>-<highlighttext>end</highlighttext> and front-end testing. - ,fullDay,HOURS_8,5/2,Тестировщик,От 1 года до 3 лет,full
"Senior Back-end Developer (Technical Lead) - Java, Kubernetes",Алматы,1500000.0,,KZT,2024-11-22T17:26:05+0300,Частная компания Global DTC Kazakhstan,Comfortable with modern JavaScript technologies and tools. Understanding of secure software <highlighttext>development</highlighttext> practices. Must be authorized to work in Kazakhstan...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
"Senior Backend Software Engineer (Lua, GO, Node.js)",Астана,,,,2024-11-26T17:55:48+0300,IDT Technologies,At least 3 years of experience with any backed framework. At least a year of MongoDB/Redis experience. ,remote,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Oracle Developer,Алматы,,,,2024-12-15T14:42:40+0300,Неткрэкер Текнолоджи Казахстан,"Contribute to best practices and internal knowledge base. Experience: 5+ years. Good Knowledge of Oracle SQL, PL-SQL. ",flexible,HOURS_8,Свободный,"BI-аналитик, аналитик данных",От 3 до 6 лет,full
Senior fullstack разработчик (java/kotlin+angular),Алматы,,,,2024-11-25T13:09:17+0300,НПК НБ РК,"Опыт работы в качестве Fullstack <highlighttext>разработчика</highlighttext> или на аналогичной позиции. Отличное знание Java/Kotlin, Angular и Spring framework. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Fullstack QA/QA Automation Engineer (Python),Алматы,,,,2024-11-20T10:56:33+0300,ECPK IT,"Опыт в автоматизации Front, API и/или <highlighttext>Backend</highlighttext> (Python). Умение разрабатывать тестовые кейсы по требованиям, навыки тест-дизайна и анализа...",fullDay,HOURS_8,5/2,Тестировщик,От 3 до 6 лет,full
Senior Angular developer,Алматы,,,,2024-12-17T08:48:40+0300,One technologies,"Знание современных стандартов и методов <highlighttext>разработки</highlighttext> веб-приложений. Знание основ функционального и реактивного программирования. Знание HTML5/CSS3, JavaScript...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Full-Stack разработчик (PHP),Алматы,300000.0,,KZT,2024-12-03T12:32:14+0300,Алма Телекоммуникейшнс Казахстан (ALMA +),"Знание и опыт работы PHP (Laravel) обязательно. Знание и опыт работы с JavaScript, React и/или Vue.js. Опыт работы с...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
"Senior QA Automation (SDET, Python)",Алматы,,,,2024-11-26T12:53:39+0300,ECPK IT,"Уверенный опыт в автоматизации микросервисов (API, <highlighttext>Backend</highlighttext>) на Python. Опыт\желание заниматься reverse engineering + white box testing. ",remote,HOURS_8,5/2,Тестировщик,От 3 до 6 лет,full
Backend Developer (.NET),Алматы,,,,2024-12-02T18:25:12+0300,Andersen,"Nice-to-haves: - Experience with front-end <highlighttext>development</highlighttext> (React or Angular). - Familiarity with Kafka, Kubernetes, and Jenkins. - Experience with cloud...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
System Architect,Алматы,,,,2024-12-07T14:48:39+0300,Неткрэкер Текнолоджи Казахстан,"Understanding of Software <highlighttext>Development</highlighttext> Process: Knowledge of software <highlighttext>development</highlighttext> processes, including CI/CD. <highlighttext>Backend</highlighttext> <highlighttext>Development</highlighttext> Experience: Proficiency in <highlighttext>backend</highlighttext> <highlighttext>development</highlighttext>...",fullDay,HOURS_8,5/2,Руководитель группы разработки,От 3 до 6 лет,full
Senior Java Full Stack Engineer,Алматы,,,,2024-11-26T15:40:49+0300,"Epam Kazakhstan (Эпам Казахстан),ТОО","Solid experience in Java Core, Spring and Spring Boot. Deep understanding of web <highlighttext>development</highlighttext> principles and best practices. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Java Full Stack Engineer,Астана,,,,2024-11-26T15:41:12+0300,"Epam Kazakhstan (Эпам Казахстан),ТОО","Solid experience in Java Core, Spring and Spring Boot. Deep understanding of web <highlighttext>development</highlighttext> principles and best practices. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Full-stack developer,Алматы,,,,2024-11-22T11:14:25+0300,United Developers,"Уверенное знание TypeScript. Уверенное знание React.js. Опыт <highlighttext>разработки</highlighttext> <highlighttext>backend</highlighttext>-приложений на NodeJS (NestJS, Prisma, Postgres);высокая скорость работы (анализ своего...",fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Senior Frontend Developer (React Native),Алматы,,,,2024-12-04T11:12:03+0300,Andersen,"Proven experience working with React framework for channels <highlighttext>development</highlighttext> and integrations (Card, Payments, Bill payments etc.) in a banking environment.",fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
